Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
65775,-9.39,-2.04,-0.36,-0.04,0.02,0.01,standing
65795,-9.30,-1.99,-0.33,-0.04,0.01,0.02,standing
65815,-9.28,-2.06,-0.36,-0.05,0.01,0.02,standing
66064,-9.30,-2.04,-0.34,-0.04,0.01,-0.00,standing
66084,-9.33,-1.99,-0.36,-0.04,0.01,-0.00,standing
66104,-9.32,-2.08,-0.45,-0.04,0.01,-0.01,standing
66124,-9.34,-2.09,-0.45,-0.05,0.01,0.01,standing
66144,-9.29,-2.09,-0.42,-0.05,0.00,0.00,standing
66164,-9.34,-2.02,-0.31,-0.05,0.00,0.00,standing
66184,-9.37,-1.98,-0.42,-0.04,0.01,-0.00,standing
66204,-9.32,-2.11,-0.43,-0.04,0.01,0.00,standing
66224,-9.28,-2.03,-0.43,-0.06,0.01,0.01,standing
66244,-9.28,-2.09,-0.39,-0.04,0.01,0.00,standing
66264,-9.26,-2.07,-0.38,-0.04,0.01,0.01,standing
66284,-9.31,-2.06,-0.34,-0.03,0.01,0.01,standing
66304,-9.26,-2.11,-0.39,-0.02,0.01,0.01,standing
66324,-9.34,-2.11,-0.34,-0.02,0.02,0.01,standing
66344,-9.33,-2.01,-0.32,-0.02,0.03,0.01,standing
66364,-9.32,-1.94,-0.33,-0.02,0.03,0.01,standing
66384,-9.37,-2.00,-0.39,-0.02,0.02,0.00,standing
66404,-9.36,-2.05,-0.41,-0.03,0.03,-0.00,standing
66424,-9.32,-2.04,-0.45,-0.02,0.02,-0.00,standing
66444,-9.35,-2.05,-0.49,-0.01,0.00,0.00,standing
66464,-9.38,-2.00,-0.39,-0.01,-0.02,0.00,standing
66484,-9.33,-1.96,-0.30,-0.03,-0.00,0.01,standing
66504,-9.39,-1.90,-0.47,-0.04,-0.00,0.00,standing
66524,-9.38,-2.00,-0.31,-0.04,-0.01,0.00,standing
66544,-9.34,-1.92,-0.47,-0.04,-0.01,0.01,standing
66563,-9.34,-1.90,-0.48,-0.06,-0.02,0.01,standing
66584,-9.31,-1.96,-0.37,-0.06,-0.02,0.01,standing
66604,-9.33,-2.03,-0.39,-0.04,-0.02,0.01,standing
66624,-9.34,-1.98,-0.32,-0.04,-0.02,0.01,standing
66644,-9.25,-1.97,-0.37,-0.05,-0.01,0.02,standing
66664,-9.35,-1.97,-0.45,-0.05,-0.01,0.01,standing
66684,-9.31,-2.03,-0.36,-0.03,-0.01,0.01,standing
66704,-9.37,-1.99,-0.43,-0.04,-0.00,0.02,standing
66724,-9.32,-2.02,-0.35,-0.04,-0.00,0.02,standing
66744,-9.27,-2.00,-0.45,-0.04,-0.00,0.02,standing
66764,-9.29,-2.03,-0.39,-0.04,-0.00,0.02,standing
66784,-9.34,-2.06,-0.31,-0.03,-0.02,0.01,standing
66804,-9.35,-1.98,-0.41,-0.03,-0.01,0.02,standing
66824,-9.27,-1.98,-0.36,-0.03,-0.01,0.01,standing
66844,-9.32,-2.05,-0.36,-0.03,-0.00,0.02,standing
66864,-9.33,-2.00,-0.39,-0.03,0.00,0.02,standing
66884,-9.36,-2.05,-0.43,-0.03,-0.00,0.02,standing
66904,-9.30,-1.98,-0.41,-0.03,-0.00,0.02,standing
66924,-9.39,-1.93,-0.38,-0.02,-0.01,0.02,standing
66944,-9.33,-2.01,-0.43,-0.02,-0.01,0.02,standing
66964,-9.39,-1.90,-0.33,-0.04,-0.01,0.02,standing
66984,-9.30,-1.89,-0.32,-0.04,0.01,0.01,standing
67004,-9.36,-1.97,-0.39,-0.02,0.01,0.01,standing
67024,-9.37,-1.97,-0.40,-0.02,0.00,0.00,standing
67044,-9.31,-2.03,-0.30,-0.02,-0.01,0.01,standing
67064,-9.45,-1.96,-0.36,-0.03,-0.01,0.01,standing
67084,-9.31,-1.97,-0.41,-0.04,-0.02,0.02,standing
67104,-9.23,-1.99,-0.40,-0.02,-0.02,0.02,standing
67124,-9.29,-1.93,-0.46,-0.02,-0.00,0.02,standing
67144,-9.36,-1.99,-0.35,-0.03,0.00,0.02,standing
67164,-9.41,-1.99,-0.39,-0.02,-0.00,0.02,standing
67184,-9.35,-1.98,-0.46,-0.01,-0.01,0.02,standing
67204,-9.29,-1.93,-0.32,-0.01,-0.01,0.02,standing
67224,-9.31,-2.01,-0.39,-0.02,-0.00,0.02,standing
67244,-9.27,-1.92,-0.39,-0.03,0.00,0.02,standing
67264,-9.39,-1.89,-0.41,-0.01,0.00,0.01,standing
67284,-9.30,-1.92,-0.36,-0.03,-0.00,0.01,standing
67304,-9.33,-1.95,-0.37,-0.02,-0.00,0.01,standing
67323,-9.30,-2.01,-0.37,-0.03,0.00,0.01,standing
67343,-9.29,-1.92,-0.36,-0.03,0.00,0.01,standing
67363,-9.41,-1.92,-0.35,-0.03,-0.00,0.01,standing
67383,-9.39,-1.90,-0.47,-0.02,0.00,0.00,standing
67403,-9.33,-1.85,-0.38,-0.03,-0.00,0.00,standing
67423,-9.45,-1.93,-0.37,-0.03,-0.00,0.01,standing
67443,-9.42,-1.88,-0.37,-0.04,-0.01,0.01,standing
67463,-9.32,-1.84,-0.37,-0.03,-0.01,0.01,standing
67483,-9.31,-1.91,-0.39,-0.05,-0.00,0.01,standing
67503,-9.31,-1.92,-0.29,-0.05,-0.00,0.00,standing
67523,-9.38,-1.85,-0.36,-0.04,-0.00,0.01,standing
67543,-9.45,-1.91,-0.44,-0.04,0.01,-0.00,standing
67563,-9.31,-1.97,-0.38,-0.05,0.00,0.00,standing
67584,-9.30,-2.02,-0.26,-0.04,0.00,0.01,standing
67604,-9.38,-1.96,-0.39,-0.02,0.01,0.00,standing
67624,-9.32,-1.92,-0.30,-0.02,0.01,0.00,standing
67644,-9.33,-1.86,-0.36,-0.03,0.00,0.00,standing
67664,-9.36,-1.80,-0.42,-0.05,0.00,0.01,standing
67684,-9.35,-1.95,-0.33,-0.05,0.01,0.01,standing
67704,-9.35,-1.94,-0.36,-0.04,-0.00,0.00,standing
67724,-9.35,-1.93,-0.40,-0.04,0.00,-0.00,standing
67744,-9.34,-1.90,-0.32,-0.04,0.01,0.00,standing
67764,-9.32,-1.91,-0.43,-0.05,0.01,0.01,standing
67784,-9.37,-1.90,-0.41,-0.05,0.00,0.01,standing
67804,-9.41,-1.90,-0.31,-0.05,-0.00,0.02,standing
67824,-9.39,-1.87,-0.32,-0.03,-0.00,0.01,standing
67844,-9.42,-1.94,-0.40,-0.04,-0.00,0.00,standing
67864,-9.33,-1.99,-0.39,-0.04,-0.00,0.00,standing
67884,-9.29,-1.98,-0.38,-0.03,-0.01,0.02,standing
67904,-9.27,-1.93,-0.36,-0.04,-0.01,0.02,standing
67924,-9.34,-1.90,-0.50,-0.04,-0.01,0.01,standing
67944,-9.38,-1.89,-0.41,-0.05,-0.01,0.01,standing
67964,-9.31,-1.95,-0.30,-0.03,-0.00,0.01,standing
67984,-9.38,-1.94,-0.39,-0.03,0.00,0.01,standing
68004,-9.34,-1.96,-0.36,-0.05,-0.01,0.02,standing
68024,-9.33,-1.89,-0.30,-0.04,-0.01,0.02,standing
68044,-9.39,-1.88,-0.32,-0.03,-0.00,0.02,standing
68064,-9.32,-1.91,-0.34,-0.03,0.01,0.01,standing
68084,-9.33,-1.87,-0.38,-0.03,0.02,0.01,standing
68104,-9.35,-1.81,-0.34,-0.03,0.02,0.01,standing
68124,-9.44,-1.85,-0.40,-0.03,0.01,0.01,standing
68144,-9.39,-1.87,-0.42,-0.05,-0.01,0.01,standing
68164,-9.37,-1.89,-0.38,-0.06,-0.01,0.02,standing
68184,-9.28,-1.90,-0.36,-0.06,-0.01,0.02,standing
68204,-9.43,-1.85,-0.34,-0.06,-0.01,0.02,standing
68224,-9.31,-1.81,-0.25,-0.05,-0.02,0.01,standing
68244,-9.41,-1.78,-0.34,-0.05,-0.01,0.01,standing
68264,-9.38,-1.89,-0.38,-0.06,-0.01,0.01,standing
68284,-9.38,-1.85,-0.38,-0.06,-0.01,0.02,standing
68304,-9.39,-1.91,-0.30,-0.05,-0.01,0.01,standing
68324,-9.40,-1.94,-0.36,-0.06,-0.02,0.02,standing
68344,-9.33,-1.90,-0.45,-0.04,-0.01,0.01,standing
68364,-9.30,-1.78,-0.40,-0.05,-0.02,0.01,standing
68384,-9.38,-1.76,-0.34,-0.07,-0.01,0.03,standing
68404,-9.43,-1.87,-0.39,-0.06,-0.01,0.01,standing
68424,-9.33,-1.91,-0.34,-0.05,-0.01,0.01,standing
68444,-9.31,-1.96,-0.39,-0.07,-0.01,0.02,standing
68464,-9.39,-1.95,-0.34,-0.04,0.01,0.01,standing
68484,-9.44,-1.89,-0.46,-0.04,0.00,0.02,standing
68504,-9.34,-1.85,-0.38,-0.06,-0.01,0.02,standing
68523,-9.35,-1.82,-0.36,-0.06,-0.02,0.01,standing
68547,-9.29,-1.87,-0.34,-0.05,-0.01,0.01,standing
68568,-9.43,-1.84,-0.34,-0.04,-0.00,0.01,standing
68588,-9.41,-1.77,-0.44,-0.05,-0.01,0.01,standing
68608,-9.31,-1.87,-0.44,-0.05,-0.02,0.02,standing
68628,-9.28,-1.82,-0.43,-0.05,-0.01,0.02,standing
68648,-9.30,-1.85,-0.32,-0.06,-0.01,0.02,standing
68668,-9.29,-1.79,-0.46,-0.07,-0.00,0.01,standing
68688,-9.31,-1.92,-0.40,-0.05,0.00,0.01,standing
68708,-9.32,-1.78,-0.35,-0.05,0.01,0.01,standing
