Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
57136,-6.14,7.32,-3.14,0.11,0.03,-0.03,sitting
57156,-6.25,7.09,-3.23,0.01,-0.01,-0.01,sitting
57176,-6.23,6.69,-3.13,-0.04,-0.02,-0.00,sitting
57196,-6.15,6.68,-2.85,-0.07,-0.01,0.02,sitting
57216,-6.10,6.89,-2.75,-0.09,0.00,0.02,sitting
57236,-6.17,7.01,-2.91,-0.12,-0.00,0.04,sitting
57256,-6.04,7.24,-2.88,-0.14,-0.03,0.03,sitting
57276,-6.05,7.11,-2.76,-0.15,-0.06,0.03,sitting
57296,-6.04,7.05,-2.60,-0.13,-0.09,0.03,sitting
57316,-5.99,7.04,-2.48,-0.07,-0.09,0.03,sitting
57336,-5.90,7.13,-2.49,-0.02,-0.06,0.03,sitting
57356,-5.93,6.96,-2.45,0.02,-0.02,0.02,sitting
57376,-5.87,6.97,-2.65,0.02,-0.01,0.01,sitting
57396,-5.90,6.99,-2.68,-0.01,-0.01,-0.01,sitting
57416,-6.04,7.07,-2.64,-0.03,0.01,-0.02,sitting
57436,-6.16,7.06,-2.71,-0.04,0.01,-0.01,sitting
57456,-6.07,7.03,-2.60,-0.02,0.02,-0.00,sitting
57476,-6.08,7.06,-2.65,-0.03,0.03,0.00,sitting
57496,-6.15,7.02,-2.70,-0.05,0.02,0.01,sitting
57516,-6.10,6.93,-2.74,-0.05,-0.00,0.01,sitting
57536,-6.07,6.85,-2.74,-0.06,-0.00,0.01,sitting
57556,-6.11,6.95,-2.71,-0.06,0.00,0.02,sitting
57576,-6.09,7.13,-2.61,-0.04,0.01,0.04,sitting
57596,-6.11,7.29,-2.86,-0.02,0.01,0.04,sitting
57616,-6.06,7.22,-2.87,-0.03,-0.05,0.04,sitting
57636,-6.11,7.04,-2.93,-0.03,-0.08,0.03,sitting
57656,-6.18,6.78,-2.71,-0.04,-0.10,0.04,sitting
57676,-5.94,6.77,-2.54,-0.00,-0.10,0.04,sitting
57696,-5.75,6.99,-2.70,0.03,-0.07,0.02,sitting
57716,-5.92,7.15,-2.70,0.05,-0.05,-0.00,sitting
57736,-6.04,7.28,-2.98,0.02,-0.06,0.01,sitting
57756,-5.97,7.28,-2.94,-0.04,-0.06,0.01,sitting
57776,-5.98,7.15,-2.93,-0.10,-0.04,0.01,sitting
57796,-6.04,7.07,-2.67,-0.14,-0.03,0.01,sitting
57816,-6.00,7.00,-2.56,-0.14,-0.02,0.00,sitting
57836,-6.07,6.92,-2.48,-0.13,-0.00,0.01,sitting
57856,-6.11,6.75,-2.32,-0.10,-0.01,0.01,sitting
57876,-6.11,6.85,-2.29,-0.08,-0.03,0.03,sitting
57896,-6.08,6.90,-2.26,-0.05,-0.02,0.04,sitting
57916,-5.97,6.94,-2.28,0.01,-0.01,0.04,sitting
57936,-5.89,7.12,-2.41,0.03,0.01,0.04,sitting
57956,-5.95,7.22,-2.57,0.05,0.03,0.02,sitting
57976,-5.90,7.25,-2.85,0.04,0.02,0.01,sitting
57996,-5.88,7.23,-2.85,0.01,0.04,0.00,sitting
58016,-5.87,7.18,-2.83,-0.01,0.06,-0.01,sitting
