Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
35965,-9.36,-0.77,1.19,-0.03,0.00,-0.00,standing
35985,-9.45,-0.86,1.26,-0.05,0.02,0.01,standing
36005,-9.34,-0.90,1.17,-0.04,0.03,0.01,standing
36025,-9.39,-0.93,1.09,-0.03,0.01,0.00,standing
36045,-9.31,-0.77,1.15,-0.05,0.00,0.01,standing
36065,-9.30,-0.72,1.20,-0.04,0.00,0.01,standing
36085,-9.29,-0.77,1.24,-0.05,0.01,0.01,standing
36105,-9.30,-0.86,1.17,-0.03,0.02,0.01,standing
36125,-9.26,-0.86,1.17,-0.05,0.01,0.01,standing
36145,-9.35,-0.83,1.17,-0.04,0.01,0.01,standing
36168,-9.40,-0.90,1.15,-0.05,0.01,0.01,standing
36188,-9.42,-0.83,1.27,-0.05,0.01,0.02,standing
36208,-9.32,-0.81,1.16,-0.05,0.01,0.02,standing
36589,-9.33,-0.83,1.23,-0.03,-0.01,0.01,standing
36610,-9.28,-0.75,1.35,-0.02,-0.01,0.00,standing
36630,-9.32,-0.77,1.30,-0.04,-0.00,0.01,standing
36650,-9.37,-0.80,1.18,-0.03,-0.01,0.00,standing
36670,-9.38,-0.82,1.18,-0.06,-0.03,0.01,standing
36690,-9.31,-0.83,1.25,-0.05,-0.05,0.00,standing
36710,-9.31,-0.78,1.27,-0.05,-0.05,-0.00,standing
